,Unnamed: 0,Name,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(km/kg),Engine(cc),Power(bhp),Seats,Price(in Lakh)
2617,2674,Tata Indica V2,Tata,Chennai,2017,129000,Diesel,Manual,First,25,1396,69,5,3
2618,2675,Maruti Wagon R,Maruti,Pune,2012,82000,Petrol,Manual,First,18.9,998,67.1,5,2.3
2619,2676,Hyundai Creta 1.6,Hyundai,Kochi,2017,40459,Diesel,Manual,First,19.67,1582,126.2,5,13.28
2620,2677,Maruti A-Star Lxi,Maruti,Hyderabad,2009,61964,Petrol,Manual,First,19,998,66.1,5,2.25
2621,2678,Maruti Wagon R,Maruti,Kochi,2011,15466,Petrol,Manual,First,22.5,998,67.04,5,3.36
2622,2679,Honda Mobilio E,Honda,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497,117.3,7,4.25
2623,2680,Hyundai i10 Magna,Hyundai,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197,78.9,5,4.3
2624,2681,Skoda Superb 3.6,Skoda,Hyderabad,2010,54000,Petrol,Automatic,First,0,3597,262.6,5,6
2625,2682,Hyundai i20 1.4,Hyundai,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396,88.73,5,9.18
2626,2683,Maruti Celerio ZXI,Maruti,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998,67.04,5,4.99
2627,2684,Skoda Laura 1.8,Skoda,Pune,2011,31900,Petrol,Manual,First,13.4,1798,157.8,5,3.75
2628,2685,Ford Figo Diesel,Ford,Chennai,2010,39000,Diesel,Manual,First,20,1399,68,5,2.5
2629,2686,Honda Jazz 1.5,Honda,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498,98.6,5,7.2
2630,2687,Mercedes-Benz E-Class 2015-2017,Mercedes-Benz,Ahmedabad,2016,39500,Diesel,Automatic,First,15,2143,204,5,29.5
2631,2688,Mercedes-Benz GLA Class,Mercedes-Benz,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143,136,5,17.55
2632,2689,Volvo S60 D3,Volvo,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985,163,5,12
2633,2690,Audi A8 L,Audi,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967,246.7,5,13.5
2634,2691,Hyundai Verna 1.6,Hyundai,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582,126.32,5,5.1
2635,2692,BMW 3 Series,BMW,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190,5,10.3
2636,2693,Hyundai Verna 1.6,Hyundai,Delhi,2014,62000,Diesel,Manual,First,22.32,1582,126.32,5,5.7
2637,2694,Maruti Wagon R,Maruti,Kochi,2014,41994,Petrol,Manual,First,22.5,998,67.04,5,3.41
2638,2695,Ford Figo Diesel,Ford,Hyderabad,2010,108882,Diesel,Manual,Second,20,1399,68,5,2.4
2639,2696,Mahindra KUV 100,Mahindra,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198,82,6,5.6
2640,2697,Tata Indigo LS,Tata,Pune,2006,160000,Diesel,Manual,First,17,1405,70,5,1
2641,2698,Mahindra TUV 300,Mahindra,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493,100,7,8.2
2642,2699,Audi Q3 35,Audi,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968,181,5,27.5
2643,2700,Maruti Wagon R,Maruti,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5,3.5
2644,2701,Maruti Celerio CNG,Maruti,Kochi,2016,70536,CNG,Manual,First,31.79,998,58.33,5,4.58
2645,2702,Maruti Vitara Brezza,Maruti,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248,88.5,5,10.34
2646,2703,Mahindra Scorpio DX,Mahindra,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609,116.6,8,3.25
2647,2704,Hyundai Tucson CRDi,Hyundai,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991,112,7,5
2648,2705,Hyundai Santro Xing,Hyundai,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086,62.1,5,2.25
2649,2706,Porsche Panamera Diesel,Porsche,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967,250,4,51.52
2650,2707,Maruti Vitara Brezza,Maruti,Kochi,2018,51921,Diesel,Manual,First,24.3,1248,88.5,5,8.62
2651,2708,Maruti Swift Dzire,Maruti,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248,74,5,7.25
2652,2709,Honda Amaze V,Honda,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5,5.47
2653,2710,Jaguar XF 2.2,Jaguar,Pune,2014,55001,Diesel,Automatic,First,16.36,2179,187.7,5,31
2654,2711,Mini Cooper Convertible,Mini,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4,35.98
2655,2712,Hyundai EON Era,Hyundai,Jaipur,2017,8500,Petrol,Manual,First,21.1,814,55.2,5,3.42
2656,2713,Audi A6 3.0,Audi,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967,241.38,5,11.5
2657,2714,Hyundai i20 Active,Hyundai,Pune,2016,6000,Petrol,Manual,First,17.19,1197,81.86,5,7.25
2658,2715,Maruti Swift AMT,Maruti,Chennai,2018,11000,Diesel,Manual,First,28.4,1248,74,5,8
2659,2716,Ford Ecosport 1.5,Ford,Kochi,2015,80064,Diesel,Manual,First,22.7,1498,89.84,5,7.33
2660,2717,Maruti Wagon R,Maruti,Kolkata,2016,29930,Petrol,Manual,First,18.9,998,67.1,5,3.35
2661,2718,Volkswagen Vento 1.5,Volkswagen,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498,103.2,5,4.4
2662,2719,Toyota Etios VX,Toyota,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496,88.7,5,2.99
2663,2720,Honda Jazz 1.2,Honda,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199,88.7,5,5.6
2664,2721,Volkswagen CrossPolo 1.5,Volkswagen,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498,88.73,5,6.63
2665,2722,Volkswagen Ameo 1.5,Volkswagen,Kochi,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5,7.9
2666,2723,Honda City V,Honda,Kochi,2015,53442,Petrol,Manual,First,16.8,1497,116.3,5,7
2667,2724,Honda Brio VX,Honda,Hyderabad,2014,28000,Petrol,Automatic,First,16.5,1198,86.8,5,4.95
2668,2725,Skoda Rapid 1.6,Skoda,Mumbai,2017,13412,Petrol,Automatic,First,14.3,1598,103.52,5,9.19
2669,2726,Hyundai Verna CRDi,Hyundai,Hyderabad,2011,70000,Diesel,Manual,First,16.8,1493,110,5,5.1
2670,2727,Hyundai i20 Active,Hyundai,Jaipur,2015,81310,Diesel,Manual,First,21.19,1396,88.76,5,5.9
2671,2728,Maruti Baleno Alpha,Maruti,Kochi,2019,13574,Petrol,Automatic,First,21.4,1197,83.1,5,9.51
2672,2729,Honda CR-V 2.4L,Honda,Mumbai,2008,75000,Petrol,Manual,Second,11.1,2354,158.8,5,3.9
2673,2730,Maruti Swift Dzire,Maruti,Coimbatore,2014,58310,Petrol,Manual,Second,19.1,1197,85.8,5,5.39
2674,2731,Maruti Swift Dzire,Maruti,Pune,2009,90000,Diesel,Manual,Second,19.3,1248,73.9,5,3
2675,2732,Maruti Swift Dzire,Maruti,Jaipur,2012,83000,Diesel,Manual,First,23.4,1248,74,5,4.3
2676,2733,Maruti Swift Dzire,Maruti,Jaipur,2017,37282,Petrol,Manual,First,20.85,1197,83.14,5,6.75
2677,2734,Hyundai Grand i10,Hyundai,Jaipur,2017,23000,Petrol,Manual,First,18.9,1197,82,5,4.5
2678,2735,Ford Fiesta 1.4,Ford,Chennai,2010,82000,Diesel,Manual,First,17.8,1399,68,5,2.75
2679,2736,Hyundai Verna 1.6,Hyundai,Chennai,2016,31000,Diesel,Manual,First,23.9,1582,126.2,5,9
2680,2737,Maruti Wagon R,Maruti,Jaipur,2001,200000,Petrol,Manual,First,12,1620,113.1528635,5,0.7
2681,2738,Ford Figo Diesel,Ford,Delhi,2014,45001,Diesel,Manual,Second,20,1399,68.05,5,2.55
2682,2739,Tata Manza Aqua,Tata,Coimbatore,2014,50446,Diesel,Manual,First,21.12,1248,88.8,5,3.54
2683,2740,Honda Civic 2006-2010,Honda,Ahmedabad,2009,89000,Petrol,Manual,First,13.5,1799,130,5,4.25
2684,2741,Maruti Alto LX,Maruti,Ahmedabad,2007,72000,Petrol,Manual,Second,19.7,796,46.3,5,1.2
2685,2742,BMW 5 Series,BMW,Ahmedabad,2013,90000,Diesel,Automatic,First,22.48,1995,190,5,19.5
2686,2743,Mahindra XUV500 W8,Mahindra,Bangalore,2015,76000,Diesel,Manual,Second,16,2179,140,7,12
2687,2744,Maruti Ritz VDi,Maruti,Hyderabad,2012,78401,Diesel,Manual,First,23.2,1248,73.94,5,3.9
2688,2745,Maruti Vitara Brezza,Maruti,Kochi,2017,38426,Diesel,Manual,First,24.3,1248,88.5,5,9.13
2689,2746,Maruti Eeco 7,Maruti,Pune,2011,45000,Petrol,Manual,First,15.1,1196,73,7,2.25
2690,2747,Maruti Swift Dzire,Maruti,Mumbai,2012,83000,Petrol,Manual,First,17.5,1197,85.8,5,3.25
2691,2748,Hyundai Creta 1.6,Hyundai,Coimbatore,2017,50170,Diesel,Automatic,First,17.01,1582,126.2,5,14.79
2692,2749,Maruti Wagon R,Maruti,Mumbai,2010,37822,Petrol,Manual,First,22.5,998,67.04,5,2.35
2693,2750,Maruti Celerio ZDi,Maruti,Kolkata,2015,33517,Diesel,Manual,First,27.62,793,47,5,3.1
2694,2751,Hyundai Santa Fe,Hyundai,Delhi,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7,12.9
2695,2752,Hyundai EON D,Hyundai,Kolkata,2017,60000,Petrol,Manual,First,21.1,814,55.2,5,2.5
2696,2753,Hyundai i20 Sportz,Hyundai,Delhi,2013,92408,Petrol,Manual,First,18.5,1197,82.85,5,3.65
2697,2754,Hyundai Verna 1.6,Hyundai,Bangalore,2014,45000,Petrol,Manual,First,17.1,1591,121.3,5,7.5
2698,2755,Honda Brio S,Honda,Kochi,2013,33793,Petrol,Manual,First,18.4,1198,86.8,5,3.74
2699,2756,Maruti Swift VXI,Maruti,Kochi,2017,26327,Petrol,Manual,First,20.4,1197,81.8,5,5.86
2700,2757,Mercedes-Benz New C-Class,Mercedes-Benz,Coimbatore,2018,20604,Diesel,Automatic,First,19.27,2143,167.62,5,39.62
2701,2758,Maruti Swift VDI,Maruti,Coimbatore,2018,61386,Diesel,Manual,First,25.2,1248,74,5,7.05
2702,2759,Maruti Swift AMT,Maruti,Delhi,2018,11500,Diesel,Automatic,First,28.4,1248,74,5,7.5
2703,2760,Chevrolet Beat Diesel,Chevrolet,Chennai,2012,58000,Diesel,Manual,First,25.44,936,57.6,5,2.1
2704,2761,Skoda Superb Elegance,Skoda,Delhi,2014,38000,Petrol,Automatic,First,13.7,1798,157.75,5,11.6
2705,2762,Mercedes-Benz New C-Class,Mercedes-Benz,Bangalore,2012,49000,Diesel,Automatic,Second,14.84,2143,167.62,5,19.25
2706,2763,Toyota Innova Crysta,Toyota,Coimbatore,2017,72202,Diesel,Manual,First,13.68,2393,147.8,8,17.92
2707,2764,Hyundai i10 Sportz,Hyundai,Kolkata,2016,7000,Petrol,Manual,First,20.36,1197,78.9,5,3.6
2708,2765,Honda Amaze S,Honda,Ahmedabad,2014,20000,Diesel,Manual,Second,25.8,1498,98.6,5,4.5
2709,2766,Hyundai i20 Magna,Hyundai,Hyderabad,2017,14061,Diesel,Manual,First,21.9,1396,88.76,5,7.4
2710,2767,Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2018,30706,Diesel,Automatic,First,11.57,2987,254.79,5,59.29
2711,2768,Mahindra Scorpio 2009-2014,Mahindra,Kolkata,2011,51387,Diesel,Manual,First,12.05,2179,120,7,5.5
2712,2769,Hyundai Getz GLE,Hyundai,Bangalore,2006,44000,Petrol,Manual,Second,15.3,1341,83,5,1.75
2713,2770,Maruti Baleno Alpha,Maruti,Mumbai,2016,12208,Petrol,Manual,First,21.4,1197,83.1,5,6.75
2714,2771,Chevrolet Optra Magnum,Chevrolet,Chennai,2011,55000,Diesel,Manual,First,16.52,1991,123.7,5,3.95
2715,2772,Hyundai Verna 1.6,Hyundai,Mumbai,2011,61600,Petrol,Manual,First,17.1,1591,121.3,5,4.2
2716,2773,Honda City 1.5,Honda,Hyderabad,2016,28414,Petrol,Manual,First,17,1497,118,5,8.4
2717,2774,Volkswagen Polo GT,Volkswagen,Mumbai,2017,27853,Petrol,Automatic,First,17.21,1197,103.5,5,8.25
2718,2775,Honda Brio E,Honda,Bangalore,2013,55116,Petrol,Manual,First,19.4,1198,86.8,5,3.31
2719,2776,Maruti Swift Dzire,Maruti,Ahmedabad,2017,26000,Diesel,Manual,First,26.59,1248,74,5,7.5
2720,2777,Honda City 1.5,Honda,Pune,2012,45496,Petrol,Manual,First,17,1497,118,5,4.75
2721,2778,Mahindra Ssangyong Rexton,Mahindra,Pune,2013,76000,Diesel,Automatic,Second,11.18,2696,184,7,8.79
2722,2779,Skoda Superb Elegance,Skoda,Pune,2014,136000,Petrol,Manual,First,13.1,1798,157.75,5,9.5
2723,2780,Hyundai Santro GLS,Hyundai,Pune,2009,100000,Petrol,Manual,First,0,1620,113.1528635,5,1.6
2724,2781,Maruti Alto LXi,Maruti,Kolkata,2010,38127,Petrol,Manual,First,19.7,796,46.3,5,1.55
2725,2782,Hyundai i20 Asta,Hyundai,Jaipur,2014,82450,Diesel,Manual,First,23,1396,90,5,5.85
2726,2783,Ford Ecosport 1.5,Ford,Coimbatore,2014,62497,Petrol,Manual,First,15.8,1499,110,5,7.52
2727,2784,Nissan Micra Diesel,Nissan,Hyderabad,2011,86732,Diesel,Manual,First,23.08,1461,63.1,5,3.6
2728,2785,Honda Brio E,Honda,Kochi,2016,27969,Petrol,Manual,First,19.4,1198,86.8,5,4.73
2729,2786,Mahindra Ssangyong Rexton,Mahindra,Delhi,2013,66372,Diesel,Automatic,First,11.18,2696,184,7,10.5
2730,2787,BMW 7 Series,BMW,Coimbatore,2013,73525,Diesel,Automatic,First,16.46,2993,258,5,34.54
2731,2788,Hyundai Grand i10,Hyundai,Kochi,2018,20689,Petrol,Manual,First,18.9,1197,81.86,5,6.07
2732,2789,Maruti Baleno Delta,Maruti,Coimbatore,2018,25093,Petrol,Manual,First,21.4,1197,83.1,5,7.76
2733,2790,Mahindra Xylo E8,Mahindra,Coimbatore,2016,49176,Diesel,Manual,First,11.68,2498,112,8,7.46
2734,2791,Renault Fluence Diesel,Renault,Delhi,2012,87510,Diesel,Manual,First,21.8,1461,78,5,3.49
2735,2792,Hyundai i20 1.2,Hyundai,Coimbatore,2012,38214,Petrol,Manual,Second,18.5,1197,80,5,4.05
2736,2793,Mitsubishi Pajero 2.8,Mitsubishi,Kochi,2013,48986,Diesel,Manual,First,10.5,2835,107.2,6,11.88
2737,2794,Toyota Corolla Altis,Toyota,Pune,2011,88000,Petrol,Automatic,First,14.53,1794,138.1,5,6.45
2738,2795,BMW X5 X5,BMW,Pune,2015,69002,Diesel,Automatic,First,15.97,2993,258,5,50
2739,2796,BMW 3 Series,BMW,Pune,2011,43706,Petrol,Automatic,First,10.9,2497,215,5,9
2740,2797,Hyundai Creta 1.6,Hyundai,Coimbatore,2016,58671,Diesel,Automatic,First,17.01,1582,126.2,5,14.25
2741,2798,Mahindra TUV 300,Mahindra,Coimbatore,2017,49404,Diesel,Manual,First,18.49,1493,100,7,7.36
2742,2799,Mahindra Scorpio VLX,Mahindra,Delhi,2010,72000,Diesel,Manual,First,12.05,2179,120,8,4.4
2743,2800,Renault KWID RXT,Renault,Mumbai,2016,24000,Petrol,Manual,First,25.17,799,53.3,5,3.1
2744,2801,Renault KWID 1.0,Renault,Coimbatore,2017,53285,Petrol,Automatic,First,22.5,999,67,5,4.28
2745,2802,Maruti Swift VXi,Maruti,Pune,2017,12000,Petrol,Manual,First,16.1,1197,85,5,5.5
2746,2803,Skoda Laura 1.9,Skoda,Kolkata,2012,45000,Diesel,Automatic,First,17,1896,105,5,6.99
2747,2804,Maruti Alto 800,Maruti,Coimbatore,2018,26234,Petrol,Manual,First,24.7,796,47.3,5,4.29
2748,2805,Maruti Swift VXI,Maruti,Delhi,2014,55000,Petrol,Manual,First,18.6,1197,85.8,5,4.2
2749,2806,Hyundai i20 1.4,Hyundai,Pune,2012,90000,Diesel,Manual,First,23,1396,90,5,4.11
2750,2807,Audi Q3 2012-2015,Audi,Mumbai,2015,48000,Diesel,Automatic,First,15.73,1968,174.33,5,18.75
2751,2808,Mercedes-Benz GLE 350d,Mercedes-Benz,Mumbai,2017,19863,Diesel,Automatic,First,11.57,2987,254.79,5,64.95
2752,2809,Hyundai i10 Era,Hyundai,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5,1.59
2753,2810,Maruti Wagon R,Maruti,Kolkata,2016,4800,Petrol,Manual,First,20.51,998,67.04,5,3.6
2754,2811,Honda City i,Honda,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5,7.87
2755,2812,Hyundai Grand i10,Hyundai,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5,5.55
2756,2813,Honda City i,Honda,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5,6.4
2757,2814,Maruti Swift Dzire,Maruti,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5,2.65
2758,2815,Maruti Swift Dzire,Maruti,Delhi,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5,5.5
2759,2816,Mahindra XUV500 W8,Mahindra,Kochi,2013,73648,Diesel,Manual,First,15.1,2179,140,7,7.31
2760,2817,Maruti Ciaz ZDi,Maruti,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5,7.1
2761,2818,Hyundai Verna 1.6,Hyundai,Kochi,2016,16159,Diesel,Manual,First,22.32,1582,126.32,5,7.83
2762,2819,Hyundai Accent CRDi,Hyundai,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493,82,5,0.85
2763,2820,Honda Brio S,Honda,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198,86.8,5,3.55
2764,2821,Hyundai i20 Active,Hyundai,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197,81.86,5,8.19
2765,2822,BMW 3 Series,BMW,Pune,2018,24000,Diesel,Automatic,First,18.88,1995,184,5,28
2766,2823,Volkswagen Jetta 2013-2015,Volkswagen,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5,13
2767,2824,Volkswagen Polo Petrol,Volkswagen,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5,3.29
2768,2825,Maruti Swift VXi,Maruti,Pune,2015,13769,Petrol,Manual,Second,16.1,1197,85,5,4.41
2769,2826,Renault Duster 110PS,Renault,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461,108.45,5,4.99
2770,2827,BMW X3 xDrive,BMW,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190,5,17.98
2771,2828,Fiat Avventura MULTIJET,Fiat,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248,91.72,5,7.71
2772,2829,Maruti Wagon R,Maruti,Delhi,2013,32378,Petrol,Manual,First,20.51,998,67.04,5,2.8
2773,2830,Chevrolet Sail Hatchback,Chevrolet,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248,76.9,5,3
2774,2831,Mahindra XUV500 W8,Mahindra,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179,140,7,12.49
2775,2832,Tata Zest Quadrajet,Tata,Kochi,2016,54199,Diesel,Manual,First,23,1248,88.8,5,5
2776,2833,BMW X3 xDrive20d,BMW,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995,190,5,32.64
2777,2834,Maruti Swift VDI,Maruti,Chennai,2015,23000,Diesel,Manual,First,25.2,1248,74,5,6.5
2778,2835,BMW 5 Series,BMW,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995,190,5,35
2779,2836,Tata Indigo CS,Tata,Chennai,2015,100073,Diesel,Manual,Second,25,1396,69.01,5,2
2780,2837,Mahindra XUV500 W8,Mahindra,Kochi,2015,59182,Diesel,Manual,First,15.1,2179,140,7,9.46
2781,2838,Audi Q7 35,Audi,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,39
2782,2839,BMW 5 Series,BMW,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995,177,5,15
2783,2840,Hyundai Verna 1.6,Hyundai,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591,121.3,5,6.15
2784,2841,Hyundai Santa Fe,Hyundai,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,14.5
2785,2842,Hyundai Santro GLS,Hyundai,Bangalore,2012,43000,Petrol,Manual,First,0,1620,113.1528635,5,3.25
2786,2843,Maruti Wagon R,Maruti,Kochi,2018,27413,Petrol,Automatic,First,20.51,998,67,5,5.18
2787,2844,Maruti Wagon R,Maruti,Pune,2007,90000,Petrol,Manual,Second,17.3,1061,64,5,1.24
2788,2845,Hyundai i20 Sportz,Hyundai,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8
2789,2846,Skoda Superb Elegance,Skoda,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,5.23
2790,2847,Hyundai Getz GLS,Hyundai,Pune,2005,86000,Petrol,Manual,Second,15.3,1341,83,5,0.45
2791,2848,Maruti Wagon R,Maruti,Delhi,2014,65694,Petrol,Manual,First,18.9,998,67.1,5,3.25
2792,2849,Maruti Omni MPI,Maruti,Kolkata,2015,23000,Petrol,Manual,First,16.8,796,34.2,5,1.5
2793,2850,Hyundai i10 Magna,Hyundai,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197,78.9,5,2.85
2794,2851,Renault KWID 1.0,Renault,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67,5,4.5
2795,2852,Mercedes-Benz B Class,Mercedes-Benz,Bangalore,2014,36000,Diesel,Automatic,First,15,2147,107.3,5,16.25
2796,2853,Volkswagen Polo GT,Volkswagen,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5,7.75
2797,2854,Mahindra Scorpio VLX,Mahindra,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179,120,8,4.35
2798,2855,Toyota Fortuner 2.8,Toyota,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,33.13
2799,2856,Chevrolet Beat Diesel,Chevrolet,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936,56.3,5,3.63
2800,2857,Toyota Innova 2.5,Toyota,Delhi,2010,80000,Diesel,Manual,First,12.8,2494,102,8,4.75
2801,2858,Maruti Swift Dzire,Maruti,Kochi,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5,6.51
2802,2859,Renault KWID Climber,Renault,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67,5,4.8
2803,2860,Tata Bolt Quadrajet,Tata,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74,5,6
2804,2861,Hyundai Grand i10,Hyundai,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197,82,5,6.4
2805,2862,Volkswagen Vento 1.5,Volkswagen,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5,4.9
2806,2863,Audi A6 2011-2015,Audi,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5,20.57
2807,2864,Maruti Swift Dzire,Maruti,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76
2808,2865,Chevrolet Spark 1.0,Chevrolet,Kochi,2012,50619,Petrol,Manual,First,18,995,62,5,2
2809,2866,BMW 3 Series,BMW,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190,5,9.92
2810,2867,Hyundai EON Era,Hyundai,Kochi,2018,15334,Petrol,Manual,First,21.1,814,55.2,5,3.69
2811,2868,Maruti Swift Dzire,Maruti,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248,74,5,5.75
2812,2869,Volkswagen CrossPolo 1.5,Volkswagen,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5,5.7
2813,2870,Honda Amaze E,Honda,Coimbatore,2014,44753,Petrol,Manual,First,18,1198,86.7,5,4.94
2814,2871,Volkswagen Vento Petrol,Volkswagen,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5,4.29
2815,2872,Maruti Wagon R,Maruti,Kolkata,2014,23840,Petrol,Manual,First,20.51,998,67.04,5,3
2816,2873,Volkswagen Polo 1.5,Volkswagen,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5,6.5
2817,2874,Volkswagen Polo Petrol,Volkswagen,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9
2818,2875,Honda Amaze SX,Honda,Kochi,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5,5.4
2819,2876,Audi A6 35,Audi,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24
2820,2877,Tata Tigor 1.05,Tata,Kochi,2019,29279,Diesel,Manual,First,24.7,1047,69,5,7.46
2821,2878,Volkswagen Vento 1.5,Volkswagen,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,9.6
2822,2879,Audi A6 35,Audi,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25
2823,2880,Nissan Terrano XL,Nissan,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5,6.8
2824,2881,Skoda Rapid 1.5,Skoda,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5,8.59
2825,2882,Ford Figo Aspire,Ford,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498,99,5,5.29
2826,2883,Tata Venture EX,Tata,Pune,2011,51482,Diesel,Manual,First,15.42,1405,70,8,2.5
2827,2884,Mercedes-Benz New C-Class,Mercedes-Benz,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5,13.9
2828,2885,Toyota Fortuner 4x2,Toyota,Jaipur,2014,69000,Diesel,Manual,Second,13,2982,168.5,7,20
2829,2886,Honda City 1.5,Honda,Delhi,2011,90000,Petrol,Manual,Second,17,1497,118,5,3.4
2830,2887,Hyundai i20 Asta,Hyundai,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5
2831,2888,Volkswagen Vento Diesel,Volkswagen,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5,3.65
2832,2889,Ford Endeavour 2.5L,Ford,Kochi,2011,68022,Diesel,Manual,First,13.1,2499,141,7,5.86
2833,2890,Ford EcoSport 1.5,Ford,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,10.44
2834,2892,Hyundai i20 Sportz,Hyundai,Coimbatore,2011,68439,Diesel,Manual,First,23,1396,90,5,3.37
2835,2893,Toyota Innova 2.5,Toyota,Delhi,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8,6.95
2836,2894,Tata Nexon 1.5,Tata,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,9.9
2837,2895,Ford Figo Diesel,Ford,Hyderabad,2012,71558,Diesel,Manual,First,20,1399,68.05,5,3.3
2838,2896,Porsche Panamera Diesel,Porsche,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967,300,4,50.5
2839,2897,Hyundai Creta 1.6,Hyundai,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5,12.5
